,country_name,occupation_name,year,skill_name,impt_rank
2438,Canada,Human Resources Manager,2015,Succession Planning,9
2439,Canada,Human Resources Manager,2015,Personnel Management,10
2440,Canada,Lifeguard,2015,First Aid,1
2441,Canada,Lifeguard,2015,Lifeguarding,2
2442,Canada,Lifeguard,2015,Teamwork,3
2443,Canada,Lifeguard,2015,Time Management,4
2444,Canada,Lifeguard,2015,Public Speaking,5
2445,Canada,Lifeguard,2015,Cardiopulmonary Resuscitation (CPR),6
2446,Canada,Lifeguard,2015,Leadership,7
2447,Canada,Lifeguard,2015,Event Planning,8
2448,Canada,Lifeguard,2015,Communication,9
2449,Canada,Lifeguard,2015,Swim Instruction,10
2450,Canada,Managing Director,2015,Leadership,1
2451,Canada,Managing Director,2015,Sales,2
2452,Canada,Managing Director,2015,Strategic Planning,3
2453,Canada,Managing Director,2015,Strategy,4
2454,Canada,Managing Director,2015,Business Development,5
2455,Canada,Managing Director,2015,Sales Management,6
2456,Canada,Managing Director,2015,Marketing Strategy,7
2457,Canada,Managing Director,2015,Management,8
2458,Canada,Managing Director,2015,Customer Service,9
2459,Canada,Managing Director,2015,Business Strategy,10
2460,Canada,Marketing Coordinator,2015,Marketing,1
2461,Canada,Marketing Coordinator,2015,Social Media Marketing,2
2462,Canada,Marketing Coordinator,2015,Marketing Strategy,3
2463,Canada,Marketing Coordinator,2015,Event Planning,4
2464,Canada,Marketing Coordinator,2015,Social Media,5
2465,Canada,Marketing Coordinator,2015,Advertising,6
2466,Canada,Marketing Coordinator,2015,Time Management,7
2467,Canada,Marketing Coordinator,2015,Event Management,8
2468,Canada,Marketing Coordinator,2015,Teamwork,9
2469,Canada,Marketing Coordinator,2015,Public Relations,10
2470,Canada,Marketing Director,2015,Marketing,1
2471,Canada,Marketing Director,2015,Marketing Strategy,2
2472,Canada,Marketing Director,2015,Advertising,3
2473,Canada,Marketing Director,2015,Social Media Marketing,4
2474,Canada,Marketing Director,2015,Social Media,5
2475,Canada,Marketing Director,2015,Online Marketing,6
2476,Canada,Marketing Director,2015,Digital Marketing,7
2477,Canada,Marketing Director,2015,Public Relations,8
2478,Canada,Marketing Director,2015,Strategy,9
2479,Canada,Marketing Director,2015,Brand Development,10
2480,Canada,Marketing Manager,2015,Marketing Strategy,1
2481,Canada,Marketing Manager,2015,Marketing,2
2482,Canada,Marketing Manager,2015,Social Media Marketing,3
2483,Canada,Marketing Manager,2015,Advertising,4
2484,Canada,Marketing Manager,2015,Sales,5
2485,Canada,Marketing Manager,2015,Social Media,6
2486,Canada,Marketing Manager,2015,Digital Marketing,7
2487,Canada,Marketing Manager,2015,Online Marketing,8
2488,Canada,Marketing Manager,2015,Email Marketing,9
2489,Canada,Marketing Manager,2015,Strategy,10
2490,Canada,Marketing Specialist,2015,Social Media Marketing,1
2491,Canada,Marketing Specialist,2015,Marketing,2
2492,Canada,Marketing Specialist,2015,Social Media,3
2493,Canada,Marketing Specialist,2015,Marketing Strategy,4
2494,Canada,Marketing Specialist,2015,Advertising,5
2495,Canada,Marketing Specialist,2015,Event Planning,6
2496,Canada,Marketing Specialist,2015,Time Management,7
2497,Canada,Marketing Specialist,2015,Online Marketing,8
2498,Canada,Marketing Specialist,2015,Public Speaking,9
2499,Canada,Marketing Specialist,2015,Sales,10
2500,Canada,Office Administrator,2015,Office Administration,1
2501,Canada,Office Administrator,2015,Time Management,2
2502,Canada,Office Administrator,2015,Data Entry,3
2503,Canada,Office Administrator,2015,Administrative Assistance,4
2504,Canada,Office Administrator,2015,Microsoft Outlook,5
2505,Canada,Office Administrator,2015,Customer Service,6
2506,Canada,Office Administrator,2015,Event Planning,7
2507,Canada,Office Administrator,2015,Invoicing,8
2508,Canada,Office Administrator,2015,Microsoft Word,9
2509,Canada,Office Administrator,2015,Accounts Payable,10
2510,Canada,Office Manager,2015,Office Administration,1
2511,Canada,Office Manager,2015,Time Management,2
2512,Canada,Office Manager,2015,Microsoft Outlook,3
2513,Canada,Office Manager,2015,Team Building,4
2514,Canada,Office Manager,2015,Payroll,5
2515,Canada,Office Manager,2015,Customer Service,6
2516,Canada,Office Manager,2015,Accounts Payable,7
2517,Canada,Office Manager,2015,Accounts Receivable (AR),8
2518,Canada,Office Manager,2015,Administrative Assistance,9
2519,Canada,Office Manager,2015,Budgeting,10
2520,Canada,Operational Specialist,2015,Operations Management,1
2521,Canada,Operational Specialist,2015,Leadership,2
2522,Canada,Operational Specialist,2015,Petroleum,3
2523,Canada,Operational Specialist,2015,Gas,4
2524,Canada,Operational Specialist,2015,Customer Service,5
2525,Canada,Operational Specialist,2015,Team Building,6
2526,Canada,Operational Specialist,2015,Energy,7
2527,Canada,Operational Specialist,2015,Time Management,8
2528,Canada,Operational Specialist,2015,Supervisory Skills,9
2529,Canada,Operational Specialist,2015,Team Leadership,10
2530,Canada,Operations Manager,2015,Operations Management,1
2531,Canada,Operations Manager,2015,Team Building,2
2532,Canada,Operations Manager,2015,Inventory Management,3
2533,Canada,Operations Manager,2015,Leadership,4
2534,Canada,Operations Manager,2015,Customer Service,5
2535,Canada,Operations Manager,2015,Budgeting,6
2536,Canada,Operations Manager,2015,Contract Negotiation,7
2537,Canada,Operations Manager,2015,Sales,8
2538,Canada,Operations Manager,2015,Project Planning,9
2539,Canada,Operations Manager,2015,Logistics Management,10
2540,Canada,Owner,2015,Team Building,1
2541,Canada,Owner,2015,Sales,2
2542,Canada,Owner,2015,Customer Service,3
2543,Canada,Owner,2015,Strategic Planning,4
2544,Canada,Owner,2015,Marketing Strategy,5
2545,Canada,Owner,2015,Entrepreneurship,6
2546,Canada,Owner,2015,Marketing,7
2547,Canada,Owner,2015,Small Business,8
2548,Canada,Owner,2015,Public Speaking,9
2549,Canada,Owner,2015,Sales Management,10
2550,Canada,Photographer,2015,Photography,1
2551,Canada,Photographer,2015,Digital Photography,2
2552,Canada,Photographer,2015,Portrait Photography,3
2553,Canada,Photographer,2015,Event Photography,4
2554,Canada,Photographer,2015,Commercial Photography,5
2555,Canada,Photographer,2015,Image Editing,6
2556,Canada,Photographer,2015,Adobe Lightroom,7
2557,Canada,Photographer,2015,Adobe Photoshop,8
2558,Canada,Photographer,2015,Fine Art Photography,9
2559,Canada,Photographer,2015,Wedding Photography,10
2560,Canada,Postdoctoral Researcher,2015,Science,1
2561,Canada,Postdoctoral Researcher,2015,Scientific Writing,2
2562,Canada,Postdoctoral Researcher,2015,Molecular Biology,3
2563,Canada,Postdoctoral Researcher,2015,Cell Biology,4
2564,Canada,Postdoctoral Researcher,2015,Statistics,5
2565,Canada,Postdoctoral Researcher,2015,Cell Culture,6
2566,Canada,Postdoctoral Researcher,2015,Biochemistry,7
2567,Canada,Postdoctoral Researcher,2015,Data Analysis,8
2568,Canada,Postdoctoral Researcher,2015,Life Sciences,9
2569,Canada,Postdoctoral Researcher,2015,Western Blotting,10
2570,Canada,President,2015,Strategic Planning,1
2571,Canada,President,2015,Team Building,2
2572,Canada,President,2015,Contract Negotiation,3
2573,Canada,President,2015,Marketing Strategy,4
2574,Canada,President,2015,Sales Management,5
2575,Canada,President,2015,Leadership,6
2576,Canada,President,2015,Sales,7
2577,Canada,President,2015,Negotiation,8
2578,Canada,President,2015,Entrepreneurship,9
2579,Canada,President,2015,Marketing,10
2580,Canada,Product Manager,2015,Product Management,1
2581,Canada,Product Manager,2015,Product Development,2
2582,Canada,Product Manager,2015,Product Marketing,3
2583,Canada,Product Manager,2015,Cross-functional Team Leadership,4
2584,Canada,Product Manager,2015,Strategy,5
2585,Canada,Product Manager,2015,Business Analysis,6
2586,Canada,Product Manager,2015,Competitive Analysis,7
2587,Canada,Product Manager,2015,Marketing Strategy,8
2588,Canada,Product Manager,2015,Agile Methodologies,9
2589,Canada,Product Manager,2015,Marketing,10
2590,Canada,Professor,2015,University Teaching,1
2591,Canada,Professor,2015,Higher Education,2
2592,Canada,Professor,2015,Teaching,3
2593,Canada,Professor,2015,Qualitative Research,4
2594,Canada,Professor,2015,Research,5
2595,Canada,Professor,2015,Public Speaking,6
2596,Canada,Professor,2015,Science,7
2597,Canada,Professor,2015,Lecturing,8
2598,Canada,Professor,2015,Statistics,9
2599,Canada,Professor,2015,Adult Education,10
2600,Canada,Program Coordinator,2015,Public Speaking,1
2601,Canada,Program Coordinator,2015,Nonprofit Organizations,2
2602,Canada,Program Coordinator,2015,Community Outreach,3
2603,Canada,Program Coordinator,2015,Program Development,4
2604,Canada,Program Coordinator,2015,Event Planning,5
2605,Canada,Program Coordinator,2015,Fundraising,6
2606,Canada,Program Coordinator,2015,Research,7
2607,Canada,Program Coordinator,2015,Volunteer Management,8
2608,Canada,Program Coordinator,2015,Leadership,9
2609,Canada,Program Coordinator,2015,Teaching,10
2610,Canada,Program Manager,2015,Program Management,1
2611,Canada,Program Manager,2015,Program Development,2
2612,Canada,Program Manager,2015,Nonprofit Organizations,3
2613,Canada,Program Manager,2015,Leadership,4
2614,Canada,Program Manager,2015,Public Speaking,5
2615,Canada,Program Manager,2015,Community Outreach,6
2616,Canada,Program Manager,2015,Community Development,7
2617,Canada,Program Manager,2015,Business Analysis,8
2618,Canada,Program Manager,2015,Integration,9
2619,Canada,Program Manager,2015,Project Planning,10
2620,Canada,Project Manager,2015,Project Planning,1
2621,Canada,Project Manager,2015,Construction,2
2622,Canada,Project Manager,2015,Construction Management,3
2623,Canada,Project Manager,2015,Contract Management,4
2624,Canada,Project Manager,2015,Project Estimation,5
2625,Canada,Project Manager,2015,Project Management,6
2626,Canada,Project Manager,2015,Microsoft Project,7
2627,Canada,Project Manager,2015,Contract Negotiation,8
2628,Canada,Project Manager,2015,Contractors,9
2629,Canada,Project Manager,2015,Engineering,10
2630,Canada,Quality Assurance Specialist,2015,Quality Assurance,1
2631,Canada,Quality Assurance Specialist,2015,Quality Control,2
2632,Canada,Quality Assurance Specialist,2015,Test Planning,3
2633,Canada,Quality Assurance Specialist,2015,Testing,4
2634,Canada,Quality Assurance Specialist,2015,Agile Methodologies,5
2635,Canada,Quality Assurance Specialist,2015,Software Quality Assurance,6
2636,Canada,Quality Assurance Specialist,2015,Regression Testing,7
2637,Canada,Quality Assurance Specialist,2015,HP Quality Center,8
2638,Canada,Quality Assurance Specialist,2015,Requirements Analysis,9
2639,Canada,Quality Assurance Specialist,2015,Software Development Life Cycle (SDLC),10
2640,Canada,Real Estate Agent,2015,Working with First-Time Home Buyers,1
2641,Canada,Real Estate Agent,2015,Sellers,2
2642,Canada,Real Estate Agent,2015,Investment Properties,3
2643,Canada,Real Estate Agent,2015,Single Family Homes,4
2644,Canada,Real Estate Agent,2015,Relocation,5
2645,Canada,Real Estate Agent,2015,Condos,6
2646,Canada,Real Estate Agent,2015,Residential Real Estate,7
2647,Canada,Real Estate Agent,2015,Buyer Representation,8
2648,Canada,Real Estate Agent,2015,Referrals,9
2649,Canada,Real Estate Agent,2015,New Home Sales,10
2650,Canada,Receptionist,2015,Time Management,1
2651,Canada,Receptionist,2015,Receptionist Duties,2
2652,Canada,Receptionist,2015,Data Entry,3
2653,Canada,Receptionist,2015,Teamwork,4
2654,Canada,Receptionist,2015,Customer Service,5
2655,Canada,Receptionist,2015,Microsoft Word,6
2656,Canada,Receptionist,2015,Microsoft Outlook,7
2657,Canada,Receptionist,2015,Event Planning,8
2658,Canada,Receptionist,2015,Administrative Assistance,9
2659,Canada,Receptionist,2015,Microsoft PowerPoint,10
2660,Canada,Registered Nurse,2015,Nursing,1
2661,Canada,Registered Nurse,2015,Patient Safety,2
2662,Canada,Registered Nurse,2015,Healthcare,3
2663,Canada,Registered Nurse,2015,Acute Care,4
2664,Canada,Registered Nurse,2015,Hospitals,5
2665,Canada,Registered Nurse,2015,Basic Life Support (BLS),6
2666,Canada,Registered Nurse,2015,Inpatient Care,7
2667,Canada,Registered Nurse,2015,Cardiopulmonary Resuscitation (CPR),8
2668,Canada,Registered Nurse,2015,Patient Education,9
2669,Canada,Registered Nurse,2015,Advanced Cardiac Life Support (ACLS),10
2670,Canada,Research Assistant,2015,Research,1
2671,Canada,Research Assistant,2015,Data Analysis,2
2672,Canada,Research Assistant,2015,MATLAB,3
2673,Canada,Research Assistant,2015,Statistics,4
2674,Canada,Research Assistant,2015,Public Speaking,5
2675,Canada,Research Assistant,2015,Teamwork,6
2676,Canada,Research Assistant,2015,Qualitative Research,7
2677,Canada,Research Assistant,2015,Science,8
2678,Canada,Research Assistant,2015,Teaching,9
2679,Canada,Research Assistant,2015,C++,10
2680,Canada,Sales Manager,2015,Sales Management,1
2681,Canada,Sales Manager,2015,Sales Operations,2
2682,Canada,Sales Manager,2015,Sales,3
2683,Canada,Sales Manager,2015,Account Management,4
2684,Canada,Sales Manager,2015,Team Building,5
2685,Canada,Sales Manager,2015,Sales Process,6
2686,Canada,Sales Manager,2015,Customer Satisfaction,7
2687,Canada,Sales Manager,2015,Marketing Strategy,8
2688,Canada,Sales Manager,2015,Negotiation,9
2689,Canada,Sales Manager,2015,Inventory Management,10
2690,Canada,Sales Specialist,2015,Sales Management,1
2691,Canada,Sales Specialist,2015,Sales,2
2692,Canada,Sales Specialist,2015,Team Building,3
2693,Canada,Sales Specialist,2015,Account Management,4
2694,Canada,Sales Specialist,2015,Customer Service,5
2695,Canada,Sales Specialist,2015,Inventory Management,6
2696,Canada,Sales Specialist,2015,Sales Operations,7
2697,Canada,Sales Specialist,2015,Negotiation,8
2698,Canada,Sales Specialist,2015,Marketing Strategy,9
2699,Canada,Sales Specialist,2015,Customer Satisfaction,10
2700,Canada,Salesperson,2015,Sales,1
2701,Canada,Salesperson,2015,Time Management,2
2702,Canada,Salesperson,2015,Customer Service,3
2703,Canada,Salesperson,2015,Working with First-Time Home Buyers,4
2704,Canada,Salesperson,2015,Retail,5
2705,Canada,Salesperson,2015,Sellers,6
2706,Canada,Salesperson,2015,Condos,7
2707,Canada,Salesperson,2015,Investment Properties,8
2708,Canada,Salesperson,2015,Relocation,9
2709,Canada,Salesperson,2015,Residential Real Estate,10
2710,Canada,Server,2015,Time Management,1
2711,Canada,Server,2015,Teamwork,2
2712,Canada,Server,2015,Event Planning,3
2713,Canada,Server,2015,Social Media,4
2714,Canada,Server,2015,Customer Service,5
2715,Canada,Server,2015,Restaurant Management,6
2716,Canada,Server,2015,Public Speaking,7
2717,Canada,Server,2015,Leadership,8
2718,Canada,Server,2015,Food & Beverage,9
2719,Canada,Server,2015,Communication,10
2720,Canada,Service Representative,2015,Time Management,1
2721,Canada,Service Representative,2015,Customer Service,2
2722,Canada,Service Representative,2015,Teamwork,3
2723,Canada,Service Representative,2015,Customer Satisfaction,4
2724,Canada,Service Representative,2015,Sales,5
2725,Canada,Service Representative,2015,Leadership,6
2726,Canada,Service Representative,2015,Hotel Management,7
2727,Canada,Service Representative,2015,Event Planning,8
2728,Canada,Service Representative,2015,Public Speaking,9
2729,Canada,Service Representative,2015,Microsoft Word,10
2730,Canada,Software Engineer,2015,Software Development,1
2731,Canada,Software Engineer,2015,JavaScript,2
2732,Canada,Software Engineer,2015,Java,3
2733,Canada,Software Engineer,2015,C#,4
2734,Canada,Software Engineer,2015,SQL,5
2735,Canada,Software Engineer,2015,C++,6
2736,Canada,Software Engineer,2015,XML,7
2737,Canada,Software Engineer,2015,Agile Methodologies,8
2738,Canada,Software Engineer,2015,Linux,9
2739,Canada,Software Engineer,2015,C (Programming Language),10
2740,Canada,Store Manager,2015,Store Management,1
2741,Canada,Store Manager,2015,Visual Merchandising,2
2742,Canada,Store Manager,2015,Loss Prevention,3
2743,Canada,Store Manager,2015,Inventory Management,4
2744,Canada,Store Manager,2015,Retail,5
2745,Canada,Store Manager,2015,Merchandising,6
2746,Canada,Store Manager,2015,Retail Sales,7
2747,Canada,Store Manager,2015,Inventory Control,8
2748,Canada,Store Manager,2015,Time Management,9
2749,Canada,Store Manager,2015,Driving Results,10
2750,Canada,Support Associate,2015,Social Services,1
2751,Canada,Support Associate,2015,Community Outreach,2
2752,Canada,Support Associate,2015,Cardiopulmonary Resuscitation (CPR),3
2753,Canada,Support Associate,2015,Crisis Intervention,4
2754,Canada,Support Associate,2015,Case Management,5
2755,Canada,Support Associate,2015,Nonprofit Organizations,6
2756,Canada,Support Associate,2015,Mental Health,7
2757,Canada,Support Associate,2015,Healthcare,8
2758,Canada,Support Associate,2015,Public Speaking,9
2759,Canada,Support Associate,2015,Program Development,10
2760,Canada,Teacher,2015,Curriculum Development,1
2761,Canada,Teacher,2015,Teaching,2
2762,Canada,Teacher,2015,Lesson Planning,3
2763,Canada,Teacher,2015,Educational Leadership,4
2764,Canada,Teacher,2015,Classroom Management,5
2765,Canada,Teacher,2015,Educational Technology,6
2766,Canada,Teacher,2015,Public Speaking,7
2767,Canada,Teacher,2015,Tutoring,8
2768,Canada,Teacher,2015,Teacher Training,9
2769,Canada,Teacher,2015,Elementary Education,10
2770,Canada,Teaching Assistant,2015,Research,1
2771,Canada,Teaching Assistant,2015,Data Analysis,2
2772,Canada,Teaching Assistant,2015,MATLAB,3
2773,Canada,Teaching Assistant,2015,Teaching,4
2774,Canada,Teaching Assistant,2015,Public Speaking,5
2775,Canada,Teaching Assistant,2015,Statistics,6
2776,Canada,Teaching Assistant,2015,Teamwork,7
2777,Canada,Teaching Assistant,2015,Science,8
2778,Canada,Teaching Assistant,2015,Qualitative Research,9
2779,Canada,Teaching Assistant,2015,Time Management,10
2780,Canada,Web Developer,2015,JavaScript,1
2781,Canada,Web Developer,2015,Cascading Style Sheets (CSS),2
2782,Canada,Web Developer,2015,Web Development,3
2783,Canada,Web Developer,2015,jQuery,4
2784,Canada,Web Developer,2015,PHP,5
2785,Canada,Web Developer,2015,HTML5,6
2786,Canada,Web Developer,2015,MySQL,7
2787,Canada,Web Developer,2015,HTML,8
2788,Canada,Web Developer,2015,WordPress,9
2789,Canada,Web Developer,2015,Web Design,10
2790,Canada,Writer,2015,Writing,1
2791,Canada,Writer,2015,Creative Writing,2
2792,Canada,Writer,2015,Editing,3
2793,Canada,Writer,2015,Blogging,4
2794,Canada,Writer,2015,Copy Editing,5
2795,Canada,Writer,2015,Storytelling,6
2796,Canada,Writer,2015,Proofreading,7
2797,Canada,Writer,2015,Social Media,8
2798,Canada,Writer,2015,Copywriting,9
2799,Canada,Writer,2015,Publishing,10
2800,China,Account Manager,2015,Merchandising,1
2801,China,Account Manager,2015,Marketing,2
2802,China,Account Manager,2015,New Business Development,3
2803,China,Account Manager,2015,Sales Management,4
2804,China,Account Manager,2015,Account Management,5
2805,China,Account Manager,2015,Customer Service,6
2806,China,Account Manager,2015,Leadership,7
2807,China,Account Manager,2015,Business Development,8
2808,China,Account Manager,2015,Management,9
2809,China,Account Manager,2015,Strategic Planning,10
2810,China,Business Development Manager,2015,Business Development,1
2811,China,Business Development Manager,2015,Sales Management,2
2812,China,Business Development Manager,2015,New Business Development,3
2813,China,Business Development Manager,2015,Merchandising,4
2814,China,Business Development Manager,2015,Negotiation,5
2815,China,Business Development Manager,2015,Marketing Strategy,6
2816,China,Business Development Manager,2015,Marketing,7
2817,China,Business Development Manager,2015,Product Development,8
2818,China,Business Development Manager,2015,Business Strategy,9
2819,China,Business Development Manager,2015,Product Management,10
2820,China,Business Manager,2015,Merchandising,1
2821,China,Business Manager,2015,New Business Development,2
2822,China,Business Manager,2015,Sales Management,3
2823,China,Business Manager,2015,Strategic Planning,4
2824,China,Business Manager,2015,Leadership,5
2825,China,Business Manager,2015,Customer Service,6
2826,China,Business Manager,2015,Marketing,7
2827,China,Business Manager,2015,Management,8
2828,China,Business Manager,2015,Negotiation,9
2829,China,Business Manager,2015,Project Management,10
2830,China,Business Specialist,2015,Merchandising,1
2831,China,Business Specialist,2015,New Business Development,2
2832,China,Business Specialist,2015,Sales Management,3
2833,China,Business Specialist,2015,Customer Service,4
2834,China,Business Specialist,2015,Strategic Planning,5
2835,China,Business Specialist,2015,Leadership,6
2836,China,Business Specialist,2015,Marketing,7
2837,China,Business Specialist,2015,Microsoft Excel,8
2838,China,Business Specialist,2015,Negotiation,9
2839,China,Business Specialist,2015,Management,10
2840,China,Chief Executive Officer,2015,Merchandising,1
2841,China,Chief Executive Officer,2015,New Business Development,2
2842,China,Chief Executive Officer,2015,Marketing Strategy,3
2843,China,Chief Executive Officer,2015,Strategic Planning,4
2844,China,Chief Executive Officer,2015,Business Strategy,5
2845,China,Chief Executive Officer,2015,Marketing,6
2846,China,Chief Executive Officer,2015,Business Development,7
2847,China,Chief Executive Officer,2015,Leadership,8
2848,China,Chief Executive Officer,2015,Sales Management,9
2849,China,Chief Executive Officer,2015,Management,10
2850,China,Co-Founder,2015,Marketing,1
2851,China,Co-Founder,2015,Business Development,2
2852,China,Co-Founder,2015,Product Management,3
2853,China,Co-Founder,2015,Marketing Strategy,4
2854,China,Co-Founder,2015,Merchandising,5
2855,China,Co-Founder,2015,Entrepreneurship,6
2856,China,Co-Founder,2015,Start-ups,7
2857,China,Co-Founder,2015,Business Strategy,8
2858,China,Co-Founder,2015,Strategic Planning,9
2859,China,Co-Founder,2015,Strategy,10
2860,China,Director Of Operations,2015,Merchandising,1
2861,China,Director Of Operations,2015,Marketing,2
2862,China,Director Of Operations,2015,Leadership,3
2863,China,Director Of Operations,2015,Strategic Planning,4
2864,China,Director Of Operations,2015,Management,5
2865,China,Director Of Operations,2015,Project Management,6
2866,China,Director Of Operations,2015,Customer Service,7
2867,China,Director Of Operations,2015,Social Media,8
2868,China,Director Of Operations,2015,Microsoft Excel,9
2869,China,Director Of Operations,2015,Marketing Strategy,10
2870,China,Finance Manager,2015,Financial Reporting,1
2871,China,Finance Manager,2015,Financial Analysis,2
2872,China,Finance Manager,2015,Internal Controls,3
2873,China,Finance Manager,2015,Accounting,4
2874,China,Finance Manager,2015,Finance,5
2875,China,Finance Manager,2015,Forecasting,6
2876,China,Finance Manager,2015,Financial Accounting,7
2877,China,Finance Manager,2015,Auditing,8
2878,China,Finance Manager,2015,Budgeting,9
2879,China,Finance Manager,2015,Managerial Finance,10
2880,China,Foreign Trade Manager,2015,Merchandising,1
2881,China,Foreign Trade Manager,2015,New Business Development,2
2882,China,Foreign Trade Manager,2015,Sales Management,3
2883,China,Foreign Trade Manager,2015,International Trade,4
2884,China,Foreign Trade Manager,2015,Negotiation,5
2885,China,Foreign Trade Manager,2015,Strategic Planning,6
2886,China,Foreign Trade Manager,2015,Customer Service,7
2887,China,Foreign Trade Manager,2015,Business Strategy,8
2888,China,Foreign Trade Manager,2015,Product Development,9
2889,China,Foreign Trade Manager,2015,Management,10
2890,China,Foreign Trade Specialist,2015,Merchandising,1
2891,China,Foreign Trade Specialist,2015,New Business Development,2
2892,China,Foreign Trade Specialist,2015,Sales Management,3
2893,China,Foreign Trade Specialist,2015,Strategic Planning,4
2894,China,Foreign Trade Specialist,2015,Negotiation,5
2895,China,Foreign Trade Specialist,2015,Customer Service,6
2896,China,Foreign Trade Specialist,2015,Microsoft Excel,7
2897,China,Foreign Trade Specialist,2015,Microsoft Office,8
2898,China,Foreign Trade Specialist,2015,Leadership,9
2899,China,Foreign Trade Specialist,2015,Marketing,10
2900,China,Founder,2015,Merchandising,1
2901,China,Founder,2015,Marketing,2
2902,China,Founder,2015,Marketing Strategy,3
2903,China,Founder,2015,Leadership,4
2904,China,Founder,2015,Strategic Planning,5
2905,China,Founder,2015,Business Development,6
2906,China,Founder,2015,Business Strategy,7
2907,China,Founder,2015,Entrepreneurship,8
2908,China,Founder,2015,Start-ups,9
2909,China,Founder,2015,Social Media,10
2910,China,General Manager,2015,Merchandising,1
2911,China,General Manager,2015,New Business Development,2
2912,China,General Manager,2015,Strategic Planning,3
2913,China,General Manager,2015,Leadership,4
2914,China,General Manager,2015,Sales Management,5
2915,China,General Manager,2015,Management,6
2916,China,General Manager,2015,Marketing,7
2917,China,General Manager,2015,Negotiation,8
2918,China,General Manager,2015,Customer Service,9
2919,China,General Manager,2015,Project Management,10
2920,China,Human Resources Business Partner,2015,Recruiting,1
2921,China,Human Resources Business Partner,2015,Human Resources (HR),2
2922,China,Human Resources Business Partner,2015,Talent Management,3
2923,China,Human Resources Business Partner,2015,Employee Relations,4
2924,China,Human Resources Business Partner,2015,Performance Management,5
2925,China,Human Resources Business Partner,2015,HR Consulting,6
2926,China,Human Resources Business Partner,2015,Employee Engagement,7
2927,China,Human Resources Business Partner,2015,Human Resources Information Systems (HRIS),8
2928,China,Human Resources Business Partner,2015,Sourcing,9
2929,China,Human Resources Business Partner,2015,Technical Recruiting,10
2930,China,Human Resources Manager,2015,Recruiting,1
2931,China,Human Resources Manager,2015,Human Resources (HR),2
2932,China,Human Resources Manager,2015,Talent Management,3
2933,China,Human Resources Manager,2015,Employee Relations,4
2934,China,Human Resources Manager,2015,Performance Management,5
2935,China,Human Resources Manager,2015,HR Management,6
2936,China,Human Resources Manager,2015,HR Consulting,7
2937,China,Human Resources Manager,2015,Employee Engagement,8
2938,China,Human Resources Manager,2015,Training,9
2939,China,Human Resources Manager,2015,Human Resources Information Systems (HRIS),10
2940,China,Human Resources Specialist,2015,Human Resources (HR),1
2941,China,Human Resources Specialist,2015,Recruiting,2
2942,China,Human Resources Specialist,2015,Employee Relations,3
2943,China,Human Resources Specialist,2015,Talent Management,4
2944,China,Human Resources Specialist,2015,HR Management,5
2945,China,Human Resources Specialist,2015,Performance Management,6
2946,China,Human Resources Specialist,2015,Merchandising,7
2947,China,Human Resources Specialist,2015,Training,8
2948,China,Human Resources Specialist,2015,HR Consulting,9
2949,China,Human Resources Specialist,2015,Leadership,10
2950,China,Key Account Manager,2015,Sales Management,1
2951,China,Key Account Manager,2015,New Business Development,2
2952,China,Key Account Manager,2015,Merchandising,3
2953,China,Key Account Manager,2015,Business Development,4
2954,China,Key Account Manager,2015,Account Management,5
2955,China,Key Account Manager,2015,Product Development,6
2956,China,Key Account Manager,2015,Negotiation,7
2957,China,Key Account Manager,2015,Product Management,8
2958,China,Key Account Manager,2015,Business Strategy,9
2959,China,Key Account Manager,2015,International Sales,10
2960,China,Managing Director,2015,Business Strategy,1
2961,China,Managing Director,2015,Sales Management,2
2962,China,Managing Director,2015,Business Development,3
2963,China,Managing Director,2015,Product Development,4
2964,China,Managing Director,2015,Negotiation,5
2965,China,Managing Director,2015,Marketing Strategy,6
2966,China,Managing Director,2015,Merchandising,7
2967,China,Managing Director,2015,Strategic Planning,8
2968,China,Managing Director,2015,Strategy,9
2969,China,Managing Director,2015,New Business Development,10
2970,China,Marketing Director,2015,Merchandising,1
2971,China,Marketing Director,2015,Marketing,2
2972,China,Marketing Director,2015,Marketing Strategy,3
2973,China,Marketing Director,2015,New Business Development,4
2974,China,Marketing Director,2015,Sales Management,5
2975,China,Marketing Director,2015,Strategic Planning,6
2976,China,Marketing Director,2015,Leadership,7
2977,China,Marketing Director,2015,Management,8
2978,China,Marketing Director,2015,Customer Service,9
2979,China,Marketing Director,2015,Product Development,10
2980,China,Marketing Manager,2015,Merchandising,1
2981,China,Marketing Manager,2015,Marketing,2
2982,China,Marketing Manager,2015,New Business Development,3
2983,China,Marketing Manager,2015,Sales Management,4
2984,China,Marketing Manager,2015,Marketing Strategy,5
2985,China,Marketing Manager,2015,Product Development,6
2986,China,Marketing Manager,2015,Negotiation,7
2987,China,Marketing Manager,2015,Business Development,8
2988,China,Marketing Manager,2015,Strategic Planning,9
2989,China,Marketing Manager,2015,Management,10
2990,China,Marketing Specialist,2015,Merchandising,1
2991,China,Marketing Specialist,2015,Marketing,2
2992,China,Marketing Specialist,2015,Marketing Strategy,3
2993,China,Marketing Specialist,2015,New Business Development,4
2994,China,Marketing Specialist,2015,Sales Management,5
2995,China,Marketing Specialist,2015,Customer Service,6
2996,China,Marketing Specialist,2015,Strategic Planning,7
2997,China,Marketing Specialist,2015,Social Media,8
2998,China,Marketing Specialist,2015,Market Research,9
