,country_name,industry_group_name,year,skill_name,impt_rank,rank_diff,highest_ss,closest_skill
697,Canada,Software & IT Services,2021,Agile Methodologies,8,-7,100,Agile Methodologies
698,Canada,Software & IT Services,2021,Java,9,New,96.0506892037,JavaScript
699,Canada,Software & IT Services,2021,JavaScript,10,0,100,JavaScript
700,Canada,Transportation & Logistics,2021,Trucking,1,2,100,Trucking
701,Canada,Transportation & Logistics,2021,WHMIS,2,New,54.552996034,Operations Management
702,Canada,Transportation & Logistics,2021,Transportation,3,-2,100,Transportation
703,Canada,Transportation & Logistics,2021,Dispatching,4,New,92.1725726132,Trucking
704,Canada,Transportation & Logistics,2021,Freight Transportation,5,New,94.1038291621,Transportation Management
705,Canada,Transportation & Logistics,2021,Supply Chain Management,6,New,94.5527623455,Logistics Management
706,Canada,Transportation & Logistics,2021,Truck Driving,7,New,83.1688447044,Trucking
707,Canada,Transportation & Logistics,2021,LTL Shipping,8,-2,100,LTL Shipping
708,Canada,Transportation & Logistics,2021,Professional Driving,9,New,70.469059196,Operations Management
709,Canada,Transportation & Logistics,2021,Transportation Management,10,-8,100,Transportation Management
710,Canada,Wellness & Fitness,2021,Wellness Coaching,1,4,100,Wellness Coaching
711,Canada,Wellness & Fitness,2021,Fitness,2,0,100,Fitness
712,Canada,Wellness & Fitness,2021,Fitness Training,3,7,100,Fitness Training
713,Canada,Wellness & Fitness,2021,Kinesiology,4,New,95.1060398917,Fitness
714,Canada,Wellness & Fitness,2021,Personal Training,5,New,98.9346942249,Fitness Training
715,Canada,Wellness & Fitness,2021,Fitness Instruction,6,New,96.5658220645,Fitness Training
716,Canada,Wellness & Fitness,2021,Yoga Instruction,7,New,88.6863674789,Holistic Health
717,Canada,Wellness & Fitness,2021,Health & Wellness,8,New,91.8018836379,Wellness Coaching
718,Canada,Wellness & Fitness,2021,Holistic Health,9,-5,100,Holistic Health
719,Canada,Wellness & Fitness,2021,Healthcare,10,-2,100,Healthcare
720,China,Agriculture,2021,Organic Farming,1,New,91.2200099087,Agriculture
721,China,Agriculture,2021,Corporate Management,2,New,83.1998755695,New Business Development
722,China,Agriculture,2021,Fisheries,3,New,87.4223244373,Agriculture
723,China,Agriculture,2021,Agribusiness,4,-1,100,Agribusiness
724,China,Agriculture,2021,Sustainable Agriculture,5,New,97.236835292,Agriculture
725,China,Agriculture,2021,Agriculture,6,-4,100,Agriculture
726,China,Agriculture,2021,General Management,7,New,87.2644718962,New Business Development
727,China,Agriculture,2021,Vegetables,8,New,95.5129893148,Crop Protection
728,China,Agriculture,2021,International Trade,9,New,75.8683918091,Agribusiness
729,China,Agriculture,2021,Gardening,10,New,75.9957192704,Agriculture
730,China,Arts,2021,Arts & Crafts,1,New,88.992692139,Drawing
731,China,Arts,2021,Fine Art,2,2,100,Fine Art
732,China,Arts,2021,Painting,3,3,100,Painting
733,China,Arts,2021,Crafts,4,New,96.2473326013,Visual Arts
734,China,Arts,2021,Contemporary Art,5,0,100,Contemporary Art
735,China,Arts,2021,Art Education,6,New,97.7578156079,Contemporary Art
736,China,Arts,2021,International Trade,7,New,60.3672246031,Merchandising
737,China,Arts,2021,Art Exhibitions,8,New,95.5490706318,Contemporary Art
738,China,Arts,2021,Visual Arts,9,-2,100,Visual Arts
739,China,Arts,2021,Commercial Photography,10,New,98.2596300407,Portrait Photography
740,China,Construction,2021,Building Materials,1,6,100,Building Materials
741,China,Construction,2021,Construction,2,0,100,Construction
742,China,Construction,2021,Engineering,3,6,100,Engineering
743,China,Construction,2021,Civil Engineering,4,New,91.3751873749,Construction Management
744,China,Construction,2021,Coordination Skills,5,New,81.1312295888,Business Negotiation
745,China,Construction,2021,Corporate Management,6,New,83.1998755695,New Business Development
746,China,Construction,2021,International Trade,7,New,70.5576344103,Business Negotiation
747,China,Construction,2021,Construction Management,8,0,100,Construction Management
748,China,Construction,2021,International Sales,9,New,86.8924759672,Sales Management
749,China,Construction,2021,General Management,10,New,87.2644718962,New Business Development
750,China,Consumer Goods,2021,International Trade,1,New,70.1558126431,New Business Development
751,China,Consumer Goods,2021,Coordination Skills,2,New,74.4770171001,New Business Development
752,China,Consumer Goods,2021,International Sales,3,New,86.8924759672,Sales Management
753,China,Consumer Goods,2021,Sales Management,4,0,100,Sales Management
754,China,Consumer Goods,2021,Fashion,5,1,100,Fashion
755,China,Consumer Goods,2021,Apparel,6,1,100,Apparel
756,China,Consumer Goods,2021,Business Development,7,New,93.9439795061,Sales Management
757,China,Consumer Goods,2021,Business English,8,New,69.7432862922,New Business Development
758,China,Consumer Goods,2021,Corporate Management,9,New,83.1998755695,New Business Development
759,China,Consumer Goods,2021,Product Development,10,-8,100,Product Development
760,China,Corporate Services,2021,Executive Search,1,1,100,Executive Search
761,China,Corporate Services,2021,Recruiting,2,1,100,Recruiting
762,China,Corporate Services,2021,Coordination Skills,3,New,81.1312295888,Business Negotiation
763,China,Corporate Services,2021,Management Consulting,4,New,80.3646585389,New Business Development
764,China,Corporate Services,2021,Corporate Management,5,New,83.1998755695,New Business Development
765,China,Corporate Services,2021,Human Resources (HR),6,1,100,Human Resources (HR)
766,China,Corporate Services,2021,Talent Mining,7,New,95.7986524572,Executive Search
767,China,Corporate Services,2021,Chinese,8,New,74.2357543083,Business Negotiation
768,China,Corporate Services,2021,Concentrations,9,New,75.1030108311,Business Negotiation
769,China,Corporate Services,2021,General Management,10,New,87.2644718962,New Business Development
770,China,Design,2021,Architectural Design,1,1,100,Architectural Design
771,China,Design,2021,Rhino 3D,2,New,92.2547718935,SketchUp
772,China,Design,2021,Interior Design,3,7,100,Interior Design
773,China,Design,2021,Grasshopper,4,New,93.1515380037,SketchUp
774,China,Design,2021,AutoCAD,5,-1,100,AutoCAD
775,China,Design,2021,SketchUp,6,-5,100,SketchUp
776,China,Design,2021,Lumion,7,New,95.665491107,SketchUp
777,China,Design,2021,Sketching,8,New,91.3365511535,Design Research
778,China,Design,2021,Architecture,9,New,86.9945710133,Architectural Design
779,China,Design,2021,Revit,10,New,96.4217819735,SketchUp
780,China,Education,2021,Chinese,1,New,72.5126485495,English as a Second Language (ESL)
781,China,Education,2021,Teaching,2,1,100,Teaching
782,China,Education,2021,Mandarin,3,New,69.981632657,LaTeX
783,China,Education,2021,English Teaching,4,New,96.4905876438,English as a Second Language (ESL)
784,China,Education,2021,Higher Education,5,-3,100,Higher Education
785,China,Education,2021,Teaching English as a Second Language,6,New,97.1893845163,English as a Second Language (ESL)
786,China,Education,2021,Teaching English as a Foreign Language,7,New,92.797552339,English as a Second Language (ESL)
787,China,Education,2021,Python (Programming Language),8,New,91.6804355307,LaTeX
788,China,Education,2021,Curriculum Development,9,-8,100,Curriculum Development
789,China,Education,2021,Lesson Planning,10,New,97.1865275437,Educational Leadership
790,China,Energy & Mining,2021,Petroleum,1,1,100,Petroleum
791,China,Energy & Mining,2021,International Trade,2,New,60.3672246031,Merchandising
792,China,Energy & Mining,2021,Corporate Management,3,New,65.3326359095,Engineering
793,China,Energy & Mining,2021,Coordination Skills,4,New,56.0948432589,Energy
794,China,Energy & Mining,2021,International Sales,5,New,73.3157116781,Manufacturing
795,China,Energy & Mining,2021,Steel,6,New,83.8224030518,Engineering
796,China,Energy & Mining,2021,Metals,7,New,76.3444232226,Manufacturing
797,China,Energy & Mining,2021,Stainless Steel,8,New,80.6601059972,Manufacturing
798,China,Energy & Mining,2021,Engineering,9,-4,100,Engineering
799,China,Energy & Mining,2021,International Sales & Marketing,10,New,67.6942617232,Manufacturing
800,China,Entertainment,2021,Autodesk Maya,1,1,100,Autodesk Maya
801,China,Entertainment,2021,Video Games,2,1,100,Video Games
802,China,Entertainment,2021,Film Production,3,New,98.8427662373,Film
803,China,Entertainment,2021,Film Editing,4,New,94.1566311319,Video Production
804,China,Entertainment,2021,New Media Marketing,5,New,81.7897839895,Post-Production
805,China,Entertainment,2021,Chinese,6,New,69.7816643801,Editing
806,China,Entertainment,2021,Screenwriting,7,New,96.0416663425,Film
807,China,Entertainment,2021,Film,8,-1,100,Film
808,China,Entertainment,2021,Unity,9,New,91.6574317768,Game Development
809,China,Entertainment,2021,Media Production,10,New,96.2301974269,Video Production
810,China,Finance,2021,Industry Research,1,New,85.8575125383,Financial Modeling
811,China,Finance,2021,Financial Services,2,New,92.6121407736,Portfolio Management
812,China,Finance,2021,Investment Banking,3,4,100,Investment Banking
813,China,Finance,2021,Banking,4,-1,100,Banking
814,China,Finance,2021,Chartered Financial Analyst,5,New,94.2306219839,Financial Modeling
815,China,Finance,2021,Wind Energy,6,New,65.389637531,Financial Modeling
816,China,Finance,2021,Investment Management,7,New,93.9005150577,Investments
817,China,Finance,2021,Venture Capital,8,New,79.7980998388,Valuation
818,China,Finance,2021,Securities,9,New,88.8816512638,Investment Banking
819,China,Finance,2021,Capital,10,New,90.7704974759,Valuation
820,China,Hardware & Networking,2021,Semiconductors,1,0,100,Semiconductors
821,China,Hardware & Networking,2021,Semiconductor Industry,2,New,97.9569065045,Semiconductors
822,China,Hardware & Networking,2021,Semiconductor Process,3,New,93.6779604205,Semiconductors
823,China,Hardware & Networking,2021,Integrated Circuits (IC),4,0,100,Integrated Circuits (IC)
824,China,Hardware & Networking,2021,Failure Analysis,5,New,92.1640532624,Semiconductors
825,China,Hardware & Networking,2021,Verilog,6,New,91.3094257189,Application-Specific Integrated Circuits (ASIC)
826,China,Hardware & Networking,2021,Python (Programming Language),7,New,91.2272177598,C (Programming Language)
827,China,Hardware & Networking,2021,Coordination Skills,8,New,59.1993769824,Telecommunications
828,China,Hardware & Networking,2021,C++,9,New,98.7443165188,C (Programming Language)
829,China,Hardware & Networking,2021,Semiconductor Fabrication,10,New,92.4022135917,Semiconductors
830,China,Health Care,2021,Medical Devices,1,1,100,Medical Devices
831,China,Health Care,2021,Medicine,2,New,95.5029052578,Clinical Research
832,China,Health Care,2021,Biotechnology,3,1,100,Biotechnology
833,China,Health Care,2021,Clinical Trials,4,6,100,Clinical Trials
834,China,Health Care,2021,Clinical Research,5,4,100,Clinical Research
835,China,Health Care,2021,Hospitals,6,New,97.8452393128,Healthcare
836,China,Health Care,2021,Coordination Skills,7,New,69.0424558905,Pharmaceuticals
837,China,Health Care,2021,Good Clinical Practice (GCP),8,New,96.0424273051,Clinical Trials
838,China,Health Care,2021,Market Development,9,New,85.9776176267,Medical Devices
839,China,Health Care,2021,International Trade,10,New,60.3672246031,Merchandising
840,China,Legal,2021,Law,1,New,90.5527069171,Legal Service
841,China,Legal,2021,Litigation,2,4,100,Litigation
842,China,Legal,2021,Legal Writing,3,1,100,Legal Writing
843,China,Legal,2021,Legal Research,4,-1,100,Legal Research
844,China,Legal,2021,Civil Litigation,5,New,98.1993391002,Litigation
845,China,Legal,2021,Commercial Litigation,6,1,100,Commercial Litigation
846,China,Legal,2021,Intellectual Property,7,-2,100,Intellectual Property
847,China,Legal,2021,Corporate Law,8,-6,100,Corporate Law
848,China,Legal,2021,Legal Service,9,0,100,Legal Service
849,China,Legal,2021,Criminal Defense,10,New,92.7004612859,Litigation
850,China,Manufacturing,2021,International Sales,1,New,86.8924759672,Sales Management
851,China,Manufacturing,2021,International Trade,2,New,70.1558126431,New Business Development
852,China,Manufacturing,2021,Coordination Skills,3,New,74.4770171001,New Business Development
853,China,Manufacturing,2021,Corporate Management,4,New,83.1998755695,New Business Development
854,China,Manufacturing,2021,Sales Management,5,3,100,Sales Management
855,China,Manufacturing,2021,Product Development,6,-3,100,Product Development
856,China,Manufacturing,2021,International Sales & Marketing,7,New,84.4702717818,New Business Development
857,China,Manufacturing,2021,Lean Manufacturing,8,-2,100,Lean Manufacturing
858,China,Manufacturing,2021,Business Development,9,New,93.9439795061,Sales Management
859,China,Manufacturing,2021,Chinese,10,New,65.9311061167,New Business Development
860,China,Media & Communications,2021,Localization,1,New,61.2527632342,Digital Media
861,China,Media & Communications,2021,Chinese,2,New,70.813214315,Social Media
862,China,Media & Communications,2021,Integrated Marketing,3,-1,100,Integrated Marketing
863,China,Media & Communications,2021,New Media Marketing,4,New,90.6721335927,Digital Media
864,China,Media & Communications,2021,Translation,5,New,74.1940162623,Social Media
865,China,Media & Communications,2021,Coordination Skills,6,New,66.8373903624,Social Media
866,China,Media & Communications,2021,Mandarin,7,New,68.7522644716,Social Media
867,China,Media & Communications,2021,Media Planning,8,New,94.7725462759,Integrated Marketing
868,China,Media & Communications,2021,Language Services,9,New,58.1128955222,Social Media
869,China,Media & Communications,2021,Public Relations,10,New,92.864538668,Marketing
870,China,Nonprofit,2021,International Trade,1,2,100,International Trade
871,China,Nonprofit,2021,International Sales & Marketing,2,New,94.1468016304,International Sales
872,China,Nonprofit,2021,International Sales,3,3,100,International Sales
873,China,Nonprofit,2021,Import Export,4,New,95.2670005863,Export
874,China,Nonprofit,2021,Export,5,5,100,Export
875,China,Nonprofit,2021,International Business Development,6,New,92.2425806065,International Business
876,China,Nonprofit,2021,Coordination Skills,7,New,81.1312295888,Business Negotiation
877,China,Nonprofit,2021,Business English,8,New,77.3667641859,Business Negotiation
878,China,Nonprofit,2021,International Business,9,-1,100,International Business
879,China,Nonprofit,2021,Chinese,10,New,74.2357543083,Business Negotiation
880,China,Public Administration,2021,Government Relations,1,New,90.400098345,Policy Analysis
881,China,Public Administration,2021,Governmental Affairs,2,New,87.95239429,Policy Analysis
882,China,Public Administration,2021,Policy Analysis,3,1,100,Policy Analysis
883,China,Public Administration,2021,Chinese,4,2,100,Chinese
884,China,Public Administration,2021,Public Policy,5,0,100,Public Policy
885,China,Public Administration,2021,Mandarin,6,New,97.2386529786,Chinese
886,China,Public Administration,2021,Government Administration,7,New,89.4489087863,Public Policy
887,China,Public Administration,2021,Coordination Skills,8,New,81.1312295888,Business Negotiation
888,China,Public Administration,2021,Government,9,-7,100,Government
889,China,Public Administration,2021,Public Administration,10,New,93.2602809928,Government
890,China,Real Estate,2021,Real Estate,1,1,100,Real Estate
891,China,Real Estate,2021,Commercial Real Estate,2,2,100,Commercial Real Estate
892,China,Real Estate,2021,Corporate Management,3,New,83.1258228459,Business Negotiation
893,China,Real Estate,2021,Coordination Skills,4,New,81.1312295888,Business Negotiation
894,China,Real Estate,2021,General Management,5,New,83.5473441451,Business Negotiation
895,China,Real Estate,2021,Real Estate Development,6,-3,100,Real Estate Development
896,China,Real Estate,2021,Real Estate Transactions,7,New,97.6507246225,Real Estate
897,China,Real Estate,2021,Property Management,8,-3,100,Property Management
898,China,Real Estate,2021,Real Estate Marketing,9,New,92.4951701089,Real Estate
899,China,Real Estate,2021,Design Management,10,New,62.9992345819,Real Estate Development
900,China,Recreation & Travel,2021,Hospitality Management,1,1,100,Hospitality Management
901,China,Recreation & Travel,2021,Guest Service Management,2,New,96.6803982052,Rooms Division
902,China,Recreation & Travel,2021,Restaurant Management,3,New,96.5492105269,Hospitality Management
903,China,Recreation & Travel,2021,Hotel Management,4,-1,100,Hotel Management
904,China,Recreation & Travel,2021,Yield Management,5,New,98.2444423246,Revenue Analysis
905,China,Recreation & Travel,2021,Culinary Management,6,New,91.3959194371,Food & Beverage
906,China,Recreation & Travel,2021,Civil Aviation,7,New,67.3829152762,Revenue Analysis
907,China,Recreation & Travel,2021,Food & Beverage,8,0,100,Food & Beverage
908,China,Recreation & Travel,2021,Opening Hotels,9,New,97.8892383853,Pre-opening
909,China,Recreation & Travel,2021,Pre-opening,10,-6,100,Pre-opening
910,China,Retail,2021,International Trade,1,New,70.5576344103,Business Negotiation
911,China,Retail,2021,Corporate Management,2,New,83.1998755695,New Business Development
912,China,Retail,2021,Coordination Skills,3,New,81.1312295888,Business Negotiation
913,China,Retail,2021,Retail,4,-2,100,Retail
914,China,Retail,2021,General Management,5,New,87.2644718962,New Business Development
915,China,Retail,2021,International Sales,6,New,86.8924759672,Sales Management
916,China,Retail,2021,Sales Management,7,-2,100,Sales Management
917,China,Retail,2021,Business Operations,8,New,83.6726842604,Retail
918,China,Retail,2021,Business Development,9,New,93.9439795061,Sales Management
919,China,Retail,2021,Operations Management,10,New,87.4553221073,New Business Development
920,China,Software & IT Services,2021,Python (Programming Language),1,5,100,Python (Programming Language)
921,China,Software & IT Services,2021,Java,2,0,100,Java
922,China,Software & IT Services,2021,Corporate Management,3,New,62.8944562071,Software Development
923,China,Software & IT Services,2021,Coordination Skills,4,New,51.7700415203,Agile Methodologies
924,China,Software & IT Services,2021,Go (Programming Language),5,New,90.6841573936,Python (Programming Language)
925,China,Software & IT Services,2021,Axure RP,6,New,77.6282417308,JavaScript
926,China,Software & IT Services,2021,Data Analysis,7,New,75.40079623,Python (Programming Language)
927,China,Software & IT Services,2021,C++,8,1,100,C++
928,China,Software & IT Services,2021,SQL,9,New,95.0167245928,Java
929,China,Software & IT Services,2021,Linux,10,-7,100,Linux
930,China,Transportation & Logistics,2021,Import Export,1,New,95.2670005863,Export
931,China,Transportation & Logistics,2021,International Trade,2,7,100,International Trade
932,China,Transportation & Logistics,2021,International Logistics,3,5,100,International Logistics
933,China,Transportation & Logistics,2021,Freight Forwarding,4,3,100,Freight Forwarding
934,China,Transportation & Logistics,2021,Export,5,5,100,Export
935,China,Transportation & Logistics,2021,International Sales & Marketing,6,New,84.4702717818,New Business Development
936,China,Transportation & Logistics,2021,International Sales,7,New,86.8924759672,Sales Management
937,China,Transportation & Logistics,2021,Freight Transportation,8,New,93.1806943654,Transportation
938,China,Transportation & Logistics,2021,Coordination Skills,9,New,74.4770171001,New Business Development
939,China,Transportation & Logistics,2021,Supply Chain Management,10,-4,100,Supply Chain Management
940,China,Wellness & Fitness,2021,Fitness,1,7,100,Fitness
941,China,Wellness & Fitness,2021,International Trade,2,New,70.1558126431,New Business Development
942,China,Wellness & Fitness,2021,International Sales & Marketing,3,New,84.4702717818,New Business Development
943,China,Wellness & Fitness,2021,International Sales,4,New,86.8924759672,Sales Management
944,China,Wellness & Fitness,2021,Fitness Industry,5,New,90.9154051046,Fitness
945,China,Wellness & Fitness,2021,Fitness Instruction,6,New,93.2658163134,Fitness
946,China,Wellness & Fitness,2021,Coordination Skills,7,New,74.4770171001,New Business Development
947,China,Wellness & Fitness,2021,Import Export,8,New,71.3268582511,New Business Development
948,China,Wellness & Fitness,2021,Chinese,9,New,65.9311061167,New Business Development
949,China,Wellness & Fitness,2021,Health & Wellness,10,New,89.6493689253,Fitness
950,Denmark,Construction,2021,Danish,1,New,65.7415721057,Project Coordination
951,Denmark,Construction,2021,Construction,2,0,100,Construction
952,Denmark,Construction,2021,Carpentry,3,New,82.3191251272,Construction
953,Denmark,Construction,2021,Construction Management,4,-3,100,Construction Management
954,Denmark,Construction,2021,Revit,5,-1,100,Revit
955,Denmark,Construction,2021,Building Materials,6,New,80.8177022259,Construction
956,Denmark,Construction,2021,Cooperation,7,New,66.0012829833,Project Coordination
957,Denmark,Construction,2021,Craftsmanship,8,New,68.3098544687,Project Coordination
958,Denmark,Construction,2021,Project Work,9,New,75.2462076848,Project Coordination
959,Denmark,Construction,2021,Bluebeam,10,New,86.5149297494,Revit
960,Denmark,Consumer Goods,2021,Danish,1,3,100,Danish
961,Denmark,Consumer Goods,2021,Cooperation,2,New,88.5290314254,Danish
962,Denmark,Consumer Goods,2021,Customer Contact,3,New,79.4821622597,Danish
963,Denmark,Consumer Goods,2021,Retail,4,-3,100,Retail
964,Denmark,Consumer Goods,2021,Dissemination,5,New,95.4109484986,Danish
965,Denmark,Consumer Goods,2021,Fashion,6,-3,100,Fashion
966,Denmark,Consumer Goods,2021,Microsoft Dynamics NAV,7,New,70.2034853326,Danish
967,Denmark,Consumer Goods,2021,Mediums,8,New,68.398724698,Danish
968,Denmark,Consumer Goods,2021,Retail Sales,9,New,92.1079484551,Retail
969,Denmark,Consumer Goods,2021,Direct Sales,10,New,91.8312833058,Sales Management
970,Denmark,Corporate Services,2021,Danish,1,0,100,Danish
971,Denmark,Corporate Services,2021,Dissemination,2,New,95.4109484986,Danish
972,Denmark,Corporate Services,2021,Cooperation,3,New,88.5290314254,Danish
973,Denmark,Corporate Services,2021,Project Work,4,New,87.2598954699,Danish
974,Denmark,Corporate Services,2021,Evolution,5,New,78.1955880122,Danish
975,Denmark,Corporate Services,2021,Pedagogy,6,New,79.8167673468,Personal Development
976,Denmark,Corporate Services,2021,Economics,7,New,70.4220557057,Management Consulting
977,Denmark,Corporate Services,2021,Customer Contact,8,New,79.4821622597,Danish
978,Denmark,Corporate Services,2021,Coaching,9,-5,100,Coaching
979,Denmark,Corporate Services,2021,Bookkeeping,10,New,83.2927257067,Corporate Tax
980,Denmark,Design,2021,Danish,1,New,52.3727218646,Adobe InDesign
981,Denmark,Design,2021,Adobe InDesign,2,0,100,Adobe InDesign
982,Denmark,Design,2021,Concept Development,3,-2,100,Concept Development
983,Denmark,Design,2021,Sketching,4,-1,100,Sketching
984,Denmark,Design,2021,Adobe Illustrator,5,-1,100,Adobe Illustrator
985,Denmark,Design,2021,Revit,6,0,100,Revit
986,Denmark,Design,2021,Dissemination,7,New,57.1195197898,Adobe InDesign
987,Denmark,Design,2021,Adobe Creative Suite,8,New,95.885011548,Adobe InDesign
988,Denmark,Design,2021,Adobe Design Programs,9,New,94.9627518282,Adobe InDesign
989,Denmark,Design,2021,Sustainable Design,10,-2,100,Sustainable Design
990,Denmark,Education,2021,Danish,1,0,100,Danish
991,Denmark,Education,2021,Dissemination,2,New,95.4109484986,Danish
992,Denmark,Education,2021,Learners,3,New,63.6452444801,Lecturing
993,Denmark,Education,2021,Project Work,4,New,87.2598954699,Danish
994,Denmark,Education,2021,Cooperation,5,New,88.5290314254,Danish
995,Denmark,Education,2021,LaTeX,6,New,84.9533415491,Statistics
996,Denmark,Education,2021,Pedagogy,7,New,83.8928010834,Teaching
997,Denmark,Education,2021,Evolution,8,New,85.3586221497,Science
998,Denmark,Education,2021,Scientific Writing,9,New,94.0893260871,Science
999,Denmark,Education,2021,R (Programming Language),10,New,92.2050433023,Statistics
1000,Denmark,Energy & Mining,2021,Danish,1,New,50.6425912047,Energy
1001,Denmark,Energy & Mining,2021,Cooperation,2,New,48.8827456958,Energy
1002,Denmark,Energy & Mining,2021,Energy,3,-2,100,Energy
1003,Denmark,Energy & Mining,2021,Offshore Oil & Gas,4,New,95.6190840626,Offshore Drilling
1004,Denmark,Energy & Mining,2021,Offshore Drilling,5,0,100,Offshore Drilling
1005,Denmark,Energy & Mining,2021,Onshore Operations,6,0,100,Onshore Operations
1006,Denmark,Energy & Mining,2021,Renewable Energy,7,New,91.3015462442,Energy
1007,Denmark,Energy & Mining,2021,Offshore Operations,8,New,97.4294980433,Offshore Drilling
1008,Denmark,Energy & Mining,2021,Oil & Gas,9,-7,100,Oil & Gas
1009,Denmark,Energy & Mining,2021,Oil & Gas Industry,10,New,97.6124940376,Oil & Gas
1010,Denmark,Entertainment,2021,Danish,1,1,100,Danish
1011,Denmark,Entertainment,2021,Dissemination,2,New,95.4109484986,Danish
1012,Denmark,Entertainment,2021,Media Production,3,0,100,Media Production
1013,Denmark,Entertainment,2021,Journalism,4,3,100,Journalism
1014,Denmark,Entertainment,2021,Video Production,5,0,100,Video Production
1015,Denmark,Entertainment,2021,Mediums,6,New,79.7963862205,Media Production
1016,Denmark,Entertainment,2021,Film Production,7,New,96.7292835832,Video Production
1017,Denmark,Entertainment,2021,Music,8,1,100,Music
1018,Denmark,Entertainment,2021,Music Production,9,-3,100,Music Production
1019,Denmark,Entertainment,2021,Video Editing,10,New,97.2779021615,Video Production
1020,Denmark,Finance,2021,Danish,1,New,44.697911692,Financial Markets
1021,Denmark,Finance,2021,Insurance,2,7,100,Insurance
1022,Denmark,Finance,2021,Banking,3,2,100,Banking
1023,Denmark,Finance,2021,Cooperation,4,New,48.2566446748,Insurance
1024,Denmark,Finance,2021,Anti Money Laundering,5,New,87.7496935707,Banking
1025,Denmark,Finance,2021,Dissemination,6,New,36.0736258409,Financial Markets
1026,Denmark,Finance,2021,Private Banking,7,-4,100,Private Banking
1027,Denmark,Finance,2021,Customer Contact,8,New,53.5392681464,Insurance
1028,Denmark,Finance,2021,Economics,9,New,80.7269996201,Financial Markets
1029,Denmark,Finance,2021,KYC,10,New,87.8955999688,Banking
1030,Denmark,Hardware & Networking,2021,Danish,1,New,52.7580258868,Business-to-Business (B2B)
1031,Denmark,Hardware & Networking,2021,Telecommunications,2,-1,100,Telecommunications
1032,Denmark,Hardware & Networking,2021,Direct Sales,3,5,100,Direct Sales
1033,Denmark,Hardware & Networking,2021,Customer Contact,4,New,64.0737990525,Business-to-Business (B2B)
1034,Denmark,Hardware & Networking,2021,Cooperation,5,New,56.0601337959,Business-to-Business (B2B)
1035,Denmark,Hardware & Networking,2021,Dissemination,6,New,48.022031313,Mobile Communications
1036,Denmark,Hardware & Networking,2021,Business-to-Business (B2B),7,-4,100,Business-to-Business (B2B)
1037,Denmark,Hardware & Networking,2021,Microsoft Azure,8,New,65.9888511989,Solution Selling
1038,Denmark,Hardware & Networking,2021,Technical Support,9,New,76.7314777388,Voice over IP (VoIP)
1039,Denmark,Hardware & Networking,2021,Agile Methodologies,10,New,73.9621064343,Mobile Devices
1040,Denmark,Health Care,2021,Danish,1,New,43.4298348941,Life Sciences
1041,Denmark,Health Care,2021,Good Manufacturing Practice (GMP),2,-1,100,Good Manufacturing Practice (GMP)
1042,Denmark,Health Care,2021,Dissemination,3,New,50.9327234238,Life Sciences
1043,Denmark,Health Care,2021,Medicine,4,New,95.5029052578,Clinical Research
1044,Denmark,Health Care,2021,Cooperation,5,New,52.1036875958,Healthcare
1045,Denmark,Health Care,2021,Nursing Education,6,New,87.4142378916,Hospitals
1046,Denmark,Health Care,2021,Nursing,7,New,93.8841364023,Hospitals
1047,Denmark,Health Care,2021,Medication Administration,8,New,84.1488668241,Hospitals
1048,Denmark,Health Care,2021,Medical Devices,9,0,100,Medical Devices
1049,Denmark,Health Care,2021,Project Work,10,New,48.469517455,Healthcare
1050,Denmark,Manufacturing,2021,Danish,1,New,66.8307649513,Change Management
1051,Denmark,Manufacturing,2021,Cooperation,2,New,65.9261683588,Change Management
1052,Denmark,Manufacturing,2021,Dissemination,3,New,60.0838507085,Change Management
1053,Denmark,Manufacturing,2021,Mechanics,4,New,75.0163066051,Engineering
1054,Denmark,Manufacturing,2021,Project Work,5,New,70.2213747912,Change Management
1055,Denmark,Manufacturing,2021,Microsoft Dynamics NAV,6,New,64.6361628283,Change Management
1056,Denmark,Manufacturing,2021,Electrical Troubleshooting,7,New,78.0332800042,Wind Turbines
1057,Denmark,Manufacturing,2021,Autodesk Inventor,8,New,85.9966972277,Engineering
1058,Denmark,Manufacturing,2021,Wind Turbines,9,-1,100,Wind Turbines
1059,Denmark,Manufacturing,2021,Electric Power,10,New,88.2846032309,Wind Turbines
1060,Denmark,Media & Communications,2021,Danish,1,0,100,Danish
1061,Denmark,Media & Communications,2021,Dissemination,2,New,95.4109484986,Danish
1062,Denmark,Media & Communications,2021,Mediums,3,New,88.1790825456,Digital Media
1063,Denmark,Media & Communications,2021,Digital Marketing,4,3,100,Digital Marketing
1064,Denmark,Media & Communications,2021,Search Engine Optimization (SEO),5,New,95.1448465767,Online Marketing
1065,Denmark,Media & Communications,2021,Project Work,6,New,87.2598954699,Danish
1066,Denmark,Media & Communications,2021,Google Analytics,7,New,93.2064274656,Digital Marketing
1067,Denmark,Media & Communications,2021,Cooperation,8,New,88.5290314254,Danish
1068,Denmark,Media & Communications,2021,Facebook,9,New,87.373413107,Press Releases
1069,Denmark,Media & Communications,2021,Google Ads,10,New,92.8319173996,Digital Marketing
1070,Denmark,Nonprofit,2021,Dissemination,1,New,95.4109484986,Danish
1071,Denmark,Nonprofit,2021,Danish,2,-1,100,Danish
1072,Denmark,Nonprofit,2021,Cooperation,3,New,88.5290314254,Danish
1073,Denmark,Nonprofit,2021,Evolution,4,New,79.0383234633,Qualitative Research
